new_index,threads,files, per_requests,sequential_percent,identifiers,requests_bytes,inter_time,process_time,seed,generate_time,all_requests,thoughput,aioli,mlf,noop,sjf,to,toagg,twins,new_index
35,100,50,40,50,4,1048576,100000,10000,1,196924711,4000,20312,1,,,,,,,35
36,100,50,40,50,4,1048576,100000,10000,1,196894609,4000,20315,1,,,,,,,36
37,100,50,40,50,4,1048576,100000,10000,1,198973215,4000,20103,1,,,,,,,37
38,100,50,40,50,4,1048576,100000,10000,1,200013076,4000,19998,1,,,,,,,38
39,100,50,40,50,4,1048576,100000,10000,1,204383738,4000,19571,1,,,,,,,39
40,100,50,40,50,4,1048576,1000000,10000,1,198010172,4000,20200,1,,,,,,,40
41,100,50,40,50,4,1048576,1000000,10000,1,198857581,4000,20114,1,,,,,,,41
42,100,50,40,50,4,1048576,1000000,10000,1,201469238,4000,19854,1,,,,,,,42
43,100,50,40,50,4,1048576,1000000,10000,1,201385406,4000,19862,1,,,,,,,43
44,100,50,40,50,4,1048576,1000000,10000,1,200019461,4000,19998,1,,,,,,,44
45,100,50,40,50,4,1048576,1000000,10000,1,201422254,4000,19858,1,,,,,,,45
46,100,50,40,50,4,1048576,1000000,10000,1,201766654,4000,19824,1,,,,,,,46
47,100,50,40,50,4,1048576,1000000,10000,1,200514263,4000,19948,1,,,,,,,47
48,100,50,40,50,4,1048576,1000000,10000,1,201025722,4000,19897,1,,,,,,,48
49,100,50,40,50,4,1048576,1000000,10000,1,205053129,4000,19507,1,,,,,,,49
50,100,50,40,50,4,1048576,100,10000,1,170861461,4000,23410,,1,,,,,,50
51,100,50,40,50,4,1048576,100,10000,1,170797338,4000,23419,,1,,,,,,51
52,100,50,40,50,4,1048576,100,10000,1,170811242,4000,23417,,1,,,,,,52
53,100,50,40,50,4,1048576,100,10000,1,170845125,4000,23413,,1,,,,,,53
54,100,50,40,50,4,1048576,100,10000,1,171416236,4000,23335,,1,,,,,,54
55,100,50,40,50,4,1048576,100,10000,1,171517752,4000,23321,,1,,,,,,55
56,100,50,40,50,4,1048576,100,10000,1,171978084,4000,23258,,1,,,,,,56
57,100,50,40,50,4,1048576,100,10000,1,172185035,4000,23230,,1,,,,,,57
58,100,50,40,50,4,1048576,100,10000,1,171725584,4000,23292,,1,,,,,,58
59,100,50,40,50,4,1048576,100,10000,1,179631853,4000,22267,,1,,,,,,59
60,100,50,40,50,4,1048576,1000,10000,1,168728219,4000,23706,,1,,,,,,60
61,100,50,40,50,4,1048576,1000,10000,1,169601080,4000,23584,,1,,,,,,61
62,100,50,40,50,4,1048576,1000,10000,1,171669498,4000,23300,,1,,,,,,62
63,100,50,40,50,4,1048576,1000,10000,1,170979630,4000,23394,,1,,,,,,63
64,100,50,40,50,4,1048576,1000,10000,1,169824892,4000,23553,,1,,,,,,64
65,100,50,40,50,4,1048576,1000,10000,1,171712944,4000,23294,,1,,,,,,65
66,100,50,40,50,4,1048576,1000,10000,1,173749783,4000,23021,,1,,,,,,66
67,100,50,40,50,4,1048576,1000,10000,1,170253420,4000,23494,,1,,,,,,67
68,100,50,40,50,4,1048576,1000,10000,1,169649089,4000,23578,,1,,,,,,68
69,100,50,40,50,4,1048576,1000,10000,1,173464467,4000,23059,,1,,,,,,69
70,100,50,40,50,4,1048576,10000,10000,1,172413711,4000,23200,,1,,,,,,70
71,100,50,40,50,4,1048576,10000,10000,1,172789707,4000,23149,,1,,,,,,71
72,100,50,40,50,4,1048576,10000,10000,1,173264231,4000,23086,,1,,,,,,72
73,100,50,40,50,4,1048576,10000,10000,1,172625845,4000,23171,,1,,,,,,73
74,100,50,40,50,4,1048576,10000,10000,1,173897938,4000,23001,,1,,,,,,74
75,100,50,40,50,4,1048576,10000,10000,1,174761888,4000,22888,,1,,,,,,75
76,100,50,40,50,4,1048576,10000,10000,1,172822759,4000,23145,,1,,,,,,76
77,100,50,40,50,4,1048576,10000,10000,1,174518711,4000,22920,,1,,,,,,77
78,100,50,40,50,4,1048576,10000,10000,1,173385848,4000,23069,,1,,,,,,78
79,100,50,40,50,4,1048576,10000,10000,1,173504073,4000,23054,,1,,,,,,79
80,100,50,40,50,4,1048576,100000,10000,1,167641722,4000,23860,,1,,,,,,80
81,100,50,40,50,4,1048576,100000,10000,1,166991690,4000,23953,,1,,,,,,81
82,100,50,40,50,4,1048576,100000,10000,1,165356306,4000,24190,,1,,,,,,82
83,100,50,40,50,4,1048576,100000,10000,1,167509508,4000,23879,,1,,,,,,83
84,100,50,40,50,4,1048576,100000,10000,1,168699062,4000,23710,,1,,,,,,84
85,100,50,40,50,4,1048576,100000,10000,1,169012458,4000,23666,,1,,,,,,85
86,100,50,40,50,4,1048576,100000,10000,1,169937602,4000,23538,,1,,,,,,86
87,100,50,40,50,4,1048576,100000,10000,1,169806901,4000,23556,,1,,,,,,87
88,100,50,40,50,4,1048576,100000,10000,1,170454696,4000,23466,,1,,,,,,88
89,100,50,40,50,4,1048576,100000,10000,1,173457268,4000,23060,,1,,,,,,89
90,100,50,40,50,4,1048576,1000000,10000,1,166354650,4000,24045,,1,,,,,,90
91,100,50,40,50,4,1048576,1000000,10000,1,166538790,4000,24018,,1,,,,,,91
92,100,50,40,50,4,1048576,1000000,10000,1,166919247,4000,23963,,1,,,,,,92
93,100,50,40,50,4,1048576,1000000,10000,1,167124864,4000,23934,,1,,,,,,93
94,100,50,40,50,4,1048576,1000000,10000,1,166994436,4000,23952,,1,,,,,,94
95,100,50,40,50,4,1048576,1000000,10000,1,168678752,4000,23713,,1,,,,,,95
96,100,50,40,50,4,1048576,1000000,10000,1,169169895,4000,23644,,1,,,,,,96
97,100,50,40,50,4,1048576,1000000,10000,1,168058958,4000,23801,,1,,,,,,97
98,100,50,40,50,4,1048576,1000000,10000,1,169133980,4000,23649,,1,,,,,,98
99,100,50,40,50,4,1048576,1000000,10000,1,173039629,4000,23116,,1,,,,,,99
100,100,50,40,50,4,1048576,100,10000,1,2187863916,4000,1828,,,1,,,,,100
101,100,50,40,50,4,1048576,100,10000,1,2188786880,4000,1827,,,1,,,,,101
102,100,50,40,50,4,1048576,100,10000,1,2196989971,4000,1820,,,1,,,,,102
103,100,50,40,50,4,1048576,100,10000,1,2229470750,4000,1794,,,1,,,,,103
104,100,50,40,50,4,1048576,100,10000,1,2234260050,4000,1790,,,1,,,,,104
105,100,50,40,50,4,1048576,100,10000,1,2238479454,4000,1786,,,1,,,,,105
106,100,50,40,50,4,1048576,100,10000,1,2272084360,4000,1760,,,1,,,,,106
107,100,50,40,50,4,1048576,100,10000,1,2279682390,4000,1754,,,1,,,,,107
108,100,50,40,50,4,1048576,100,10000,1,2300665696,4000,1738,,,1,,,,,108
109,100,50,40,50,4,1048576,100,10000,1,2314748932,4000,1728,,,1,,,,,109
110,100,50,40,50,4,1048576,1000,10000,1,2180461968,4000,1834,,,1,,,,,110
111,100,50,40,50,4,1048576,1000,10000,1,2193116670,4000,1823,,,1,,,,,111
112,100,50,40,50,4,1048576,1000,10000,1,2203755044,4000,1815,,,1,,,,,112
113,100,50,40,50,4,1048576,1000,10000,1,2210431607,4000,1809,,,1,,,,,113
114,100,50,40,50,4,1048576,1000,10000,1,2208210330,4000,1811,,,1,,,,,114
115,100,50,40,50,4,1048576,1000,10000,1,2219175831,4000,1802,,,1,,,,,115
116,100,50,40,50,4,1048576,1000,10000,1,2248763149,4000,1778,,,1,,,,,116
117,100,50,40,50,4,1048576,1000,10000,1,2283456218,4000,1751,,,1,,,,,117
118,100,50,40,50,4,1048576,1000,10000,1,2306989260,4000,1733,,,1,,,,,118
119,100,50,40,50,4,1048576,1000,10000,1,2338249943,4000,1710,,,1,,,,,119
120,100,50,40,50,4,1048576,10000,10000,1,2154179464,4000,1856,,,1,,,,,120
121,100,50,40,50,4,1048576,10000,10000,1,2155412327,4000,1855,,,1,,,,,121
122,100,50,40,50,4,1048576,10000,10000,1,2188323973,4000,1827,,,1,,,,,122
123,100,50,40,50,4,1048576,10000,10000,1,2192820187,4000,1824,,,1,,,,,123
124,100,50,40,50,4,1048576,10000,10000,1,2274269682,4000,1758,,,1,,,,,124
125,100,50,40,50,4,1048576,10000,10000,1,2274545541,4000,1758,,,1,,,,,125
126,100,50,40,50,4,1048576,10000,10000,1,2283729912,4000,1751,,,1,,,,,126
127,100,50,40,50,4,1048576,10000,10000,1,2290303506,4000,1746,,,1,,,,,127
128,100,50,40,50,4,1048576,10000,10000,1,2322989774,4000,1721,,,1,,,,,128
129,100,50,40,50,4,1048576,10000,10000,1,2361451592,4000,1693,,,1,,,,,129
130,100,50,40,50,4,1048576,100000,10000,1,2148519205,4000,1861,,,1,,,,,130
131,100,50,40,50,4,1048576,100000,10000,1,2152954304,4000,1857,,,1,,,,,131
132,100,50,40,50,4,1048576,100000,10000,1,2160574438,4000,1851,,,1,,,,,132
133,100,50,40,50,4,1048576,100000,10000,1,2184106402,4000,1831,,,1,,,,,133
134,100,50,40,50,4,1048576,100000,10000,1,2208439707,4000,1811,,,1,,,,,134
135,100,50,40,50,4,1048576,100000,10000,1,2217875768,4000,1803,,,1,,,,,135
136,100,50,40,50,4,1048576,100000,10000,1,2234735617,4000,1789,,,1,,,,,136
137,100,50,40,50,4,1048576,100000,10000,1,2252583609,4000,1775,,,1,,,,,137
138,100,50,40,50,4,1048576,100000,10000,1,2259213264,4000,1770,,,1,,,,,138
139,100,50,40,50,4,1048576,100000,10000,1,2283754301,4000,1751,,,1,,,,,139
140,100,50,40,50,4,1048576,1000000,10000,1,2002688867,4000,1997,,,1,,,,,140
141,100,50,40,50,4,1048576,1000000,10000,1,2067408337,4000,1934,,,1,,,,,141
142,100,50,40,50,4,1048576,1000000,10000,1,2088088588,4000,1915,,,1,,,,,142
143,100,50,40,50,4,1048576,1000000,10000,1,2248139008,4000,1779,,,1,,,,,143
144,100,50,40,50,4,1048576,1000000,10000,1,2252726221,4000,1775,,,1,,,,,144
145,100,50,40,50,4,1048576,1000000,10000,1,2251390391,4000,1776,,,1,,,,,145
146,100,50,40,50,4,1048576,1000000,10000,1,2264249474,4000,1766,,,1,,,,,146
147,100,50,40,50,4,1048576,1000000,10000,1,2269702811,4000,1762,,,1,,,,,147
148,100,50,40,50,4,1048576,1000000,10000,1,2289946700,4000,1746,,,1,,,,,148
149,100,50,40,50,4,1048576,1000000,10000,1,2319743994,4000,1724,,,1,,,,,149
150,100,50,40,50,4,1048576,100,10000,1,162217604,4000,24658,,,,1,,,,150
151,100,50,40,50,4,1048576,100,10000,1,164212552,4000,24358,,,,1,,,,151
152,100,50,40,50,4,1048576,100,10000,1,163674688,4000,24438,,,,1,,,,152
153,100,50,40,50,4,1048576,100,10000,1,164842039,4000,24265,,,,1,,,,153
154,100,50,40,50,4,1048576,100,10000,1,164179247,4000,24363,,,,1,,,,154
155,100,50,40,50,4,1048576,100,10000,1,163315307,4000,24492,,,,1,,,,155
156,100,50,40,50,4,1048576,100,10000,1,165071991,4000,24231,,,,1,,,,156
157,100,50,40,50,4,1048576,100,10000,1,166619829,4000,24006,,,,1,,,,157
158,100,50,40,50,4,1048576,100,10000,1,164668026,4000,24291,,,,1,,,,158
159,100,50,40,50,4,1048576,100,10000,1,165062623,4000,24233,,,,1,,,,159
160,100,50,40,50,4,1048576,1000,10000,1,165287270,4000,24200,,,,1,,,,160
161,100,50,40,50,4,1048576,1000,10000,1,165232923,4000,24208,,,,1,,,,161
162,100,50,40,50,4,1048576,1000,10000,1,166928964,4000,23962,,,,1,,,,162
163,100,50,40,50,4,1048576,1000,10000,1,167509838,4000,23879,,,,1,,,,163
164,100,50,40,50,4,1048576,1000,10000,1,168089215,4000,23796,,,,1,,,,164
165,100,50,40,50,4,1048576,1000,10000,1,165427772,4000,24179,,,,1,,,,165
166,100,50,40,50,4,1048576,1000,10000,1,165739036,4000,24134,,,,1,,,,166
167,100,50,40,50,4,1048576,1000,10000,1,165838197,4000,24119,,,,1,,,,167
168,100,50,40,50,4,1048576,1000,10000,1,168255912,4000,23773,,,,1,,,,168
169,100,50,40,50,4,1048576,1000,10000,1,170306199,4000,23487,,,,1,,,,169
170,100,50,40,50,4,1048576,10000,10000,1,163242982,4000,24503,,,,1,,,,170
171,100,50,40,50,4,1048576,10000,10000,1,164689366,4000,24288,,,,1,,,,171
172,100,50,40,50,4,1048576,10000,10000,1,165710562,4000,24138,,,,1,,,,172
173,100,50,40,50,4,1048576,10000,10000,1,165835046,4000,24120,,,,1,,,,173
174,100,50,40,50,4,1048576,10000,10000,1,166233217,4000,24062,,,,1,,,,174
175,100,50,40,50,4,1048576,10000,10000,1,167321832,4000,23906,,,,1,,,,175
176,100,50,40,50,4,1048576,10000,10000,1,168065573,4000,23800,,,,1,,,,176
177,100,50,40,50,4,1048576,10000,10000,1,168197902,4000,23781,,,,1,,,,177
178,100,50,40,50,4,1048576,10000,10000,1,167465732,4000,23885,,,,1,,,,178
179,100,50,40,50,4,1048576,10000,10000,1,168505040,4000,23738,,,,1,,,,179
180,100,50,40,50,4,1048576,100000,10000,1,164903649,4000,24256,,,,1,,,,180
181,100,50,40,50,4,1048576,100000,10000,1,164505593,4000,24315,,,,1,,,,181
182,100,50,40,50,4,1048576,100000,10000,1,166035111,4000,24091,,,,1,,,,182
183,100,50,40,50,4,1048576,100000,10000,1,167535697,4000,23875,,,,1,,,,183
184,100,50,40,50,4,1048576,100000,10000,1,167486223,4000,23882,,,,1,,,,184
185,100,50,40,50,4,1048576,100000,10000,1,168938198,4000,23677,,,,1,,,,185
186,100,50,40,50,4,1048576,100000,10000,1,167334955,4000,23904,,,,1,,,,186
187,100,50,40,50,4,1048576,100000,10000,1,167397684,4000,23895,,,,1,,,,187
188,100,50,40,50,4,1048576,100000,10000,1,168927260,4000,23678,,,,1,,,,188
189,100,50,40,50,4,1048576,100000,10000,1,169543815,4000,23592,,,,1,,,,189
190,100,50,40,50,4,1048576,1000000,10000,1,164878909,4000,24260,,,,1,,,,190
191,100,50,40,50,4,1048576,1000000,10000,1,163850080,4000,24412,,,,1,,,,191
192,100,50,40,50,4,1048576,1000000,10000,1,163740752,4000,24428,,,,1,,,,192
193,100,50,40,50,4,1048576,1000000,10000,1,164315037,4000,24343,,,,1,,,,193
194,100,50,40,50,4,1048576,1000000,10000,1,165547126,4000,24162,,,,1,,,,194
195,100,50,40,50,4,1048576,1000000,10000,1,165970277,4000,24100,,,,1,,,,195
196,100,50,40,50,4,1048576,1000000,10000,1,164322546,4000,24342,,,,1,,,,196
197,100,50,40,50,4,1048576,1000000,10000,1,165997062,4000,24096,,,,1,,,,197
198,100,50,40,50,4,1048576,1000000,10000,1,165843342,4000,24119,,,,1,,,,198
199,100,50,40,50,4,1048576,1000000,10000,1,166013206,4000,24094,,,,1,,,,199
200,100,50,40,50,4,1048576,100,10000,1,168830458,4000,23692,,,,,1,,,200
201,100,50,40,50,4,1048576,100,10000,1,167229765,4000,23919,,,,,1,,,201
202,100,50,40,50,4,1048576,100,10000,1,167296975,4000,23909,,,,,1,,,202
203,100,50,40,50,4,1048576,100,10000,1,168147163,4000,23788,,,,,1,,,203
204,100,50,40,50,4,1048576,100,10000,1,167416422,4000,23892,,,,,1,,,204
205,100,50,40,50,4,1048576,100,10000,1,168313451,4000,23765,,,,,1,,,205
206,100,50,40,50,4,1048576,100,10000,1,168554101,4000,23731,,,,,1,,,206
207,100,50,40,50,4,1048576,100,10000,1,169346158,4000,23620,,,,,1,,,207
208,100,50,40,50,4,1048576,100,10000,1,168948800,4000,23675,,,,,1,,,208
209,100,50,40,50,4,1048576,100,10000,1,174672643,4000,22899,,,,,1,,,209
210,100,50,40,50,4,1048576,1000,10000,1,169517491,4000,23596,,,,,1,,,210
211,100,50,40,50,4,1048576,1000,10000,1,170617623,4000,23444,,,,,1,,,211
212,100,50,40,50,4,1048576,1000,10000,1,171546397,4000,23317,,,,,1,,,212
213,100,50,40,50,4,1048576,1000,10000,1,172069696,4000,23246,,,,,1,,,213
214,100,50,40,50,4,1048576,1000,10000,1,171880815,4000,23271,,,,,1,,,214
215,100,50,40,50,4,1048576,1000,10000,1,170847273,4000,23412,,,,,1,,,215
216,100,50,40,50,4,1048576,1000,10000,1,170974765,4000,23395,,,,,1,,,216
217,100,50,40,50,4,1048576,1000,10000,1,171854952,4000,23275,,,,,1,,,217
218,100,50,40,50,4,1048576,1000,10000,1,172157212,4000,23234,,,,,1,,,218
219,100,50,40,50,4,1048576,1000,10000,1,173653931,4000,23034,,,,,1,,,219
220,100,50,40,50,4,1048576,10000,10000,1,168371669,4000,23756,,,,,1,,,220
221,100,50,40,50,4,1048576,10000,10000,1,172344757,4000,23209,,,,,1,,,221
222,100,50,40,50,4,1048576,10000,10000,1,170804960,4000,23418,,,,,1,,,222
223,100,50,40,50,4,1048576,10000,10000,1,170961155,4000,23397,,,,,1,,,223
224,100,50,40,50,4,1048576,10000,10000,1,172154187,4000,23234,,,,,1,,,224
225,100,50,40,50,4,1048576,10000,10000,1,170737650,4000,23427,,,,,1,,,225
226,100,50,40,50,4,1048576,10000,10000,1,171427021,4000,23333,,,,,1,,,226
227,100,50,40,50,4,1048576,10000,10000,1,171324468,4000,23347,,,,,1,,,227
228,100,50,40,50,4,1048576,10000,10000,1,173653725,4000,23034,,,,,1,,,228
229,100,50,40,50,4,1048576,10000,10000,1,172969059,4000,23125,,,,,1,,,229
230,100,50,40,50,4,1048576,100000,10000,1,170315204,4000,23485,,,,,1,,,230
231,100,50,40,50,4,1048576,100000,10000,1,169670826,4000,23575,,,,,1,,,231
232,100,50,40,50,4,1048576,100000,10000,1,169855720,4000,23549,,,,,1,,,232
233,100,50,40,50,4,1048576,100000,10000,1,168180084,4000,23784,,,,,1,,,233
234,100,50,40,50,4,1048576,100000,10000,1,169662184,4000,23576,,,,,1,,,234
235,100,50,40,50,4,1048576,100000,10000,1,171357571,4000,23343,,,,,1,,,235
236,100,50,40,50,4,1048576,100000,10000,1,171256705,4000,23356,,,,,1,,,236
237,100,50,40,50,4,1048576,100000,10000,1,173973434,4000,22992,,,,,1,,,237
238,100,50,40,50,4,1048576,100000,10000,1,173128048,4000,23104,,,,,1,,,238
239,100,50,40,50,4,1048576,100000,10000,1,174737472,4000,22891,,,,,1,,,239
240,100,50,40,50,4,1048576,1000000,10000,1,163489788,4000,24466,,,,,1,,,240
241,100,50,40,50,4,1048576,1000000,10000,1,163954305,4000,24397,,,,,1,,,241
242,100,50,40,50,4,1048576,1000000,10000,1,163591083,4000,24451,,,,,1,,,242
243,100,50,40,50,4,1048576,1000000,10000,1,165738757,4000,24134,,,,,1,,,243
244,100,50,40,50,4,1048576,1000000,10000,1,163739608,4000,24429,,,,,1,,,244
245,100,50,40,50,4,1048576,1000000,10000,1,165491041,4000,24170,,,,,1,,,245
246,100,50,40,50,4,1048576,1000000,10000,1,165726148,4000,24136,,,,,1,,,246
247,100,50,40,50,4,1048576,1000000,10000,1,165135262,4000,24222,,,,,1,,,247
248,100,50,40,50,4,1048576,1000000,10000,1,164472564,4000,24320,,,,,1,,,248
249,100,50,40,50,4,1048576,1000000,10000,1,165892666,4000,24111,,,,,1,,,249
250,100,50,40,50,4,1048576,100,10000,1,317243913,4000,12608,,,,,,1,,250
251,100,50,40,50,4,1048576,100,10000,1,324698535,4000,12319,,,,,,1,,251
252,100,50,40,50,4,1048576,100,10000,1,325631015,4000,12283,,,,,,1,,252
253,100,50,40,50,4,1048576,100,10000,1,334431826,4000,11960,,,,,,1,,253
254,100,50,40,50,4,1048576,100,10000,1,347513118,4000,11510,,,,,,1,,254
255,100,50,40,50,4,1048576,100,10000,1,349303173,4000,11451,,,,,,1,,255
256,100,50,40,50,4,1048576,100,10000,1,348109564,4000,11490,,,,,,1,,256
257,100,50,40,50,4,1048576,100,10000,1,349119968,4000,11457,,,,,,1,,257
258,100,50,40,50,4,1048576,100,10000,1,350888692,4000,11399,,,,,,1,,258
259,100,50,40,50,4,1048576,100,10000,1,347565154,4000,11508,,,,,,1,,259
260,100,50,40,50,4,1048576,1000,10000,1,307609540,4000,13003,,,,,,1,,260
261,100,50,40,50,4,1048576,1000,10000,1,326471364,4000,12252,,,,,,1,,261
262,100,50,40,50,4,1048576,1000,10000,1,330766912,4000,12093,,,,,,1,,262
263,100,50,40,50,4,1048576,1000,10000,1,339684903,4000,11775,,,,,,1,,263
264,100,50,40,50,4,1048576,1000,10000,1,343691726,4000,11638,,,,,,1,,264
265,100,50,40,50,4,1048576,1000,10000,1,345643714,4000,11572,,,,,,1,,265
266,100,50,40,50,4,1048576,1000,10000,1,344612975,4000,11607,,,,,,1,,266
267,100,50,40,50,4,1048576,1000,10000,1,339817949,4000,11771,,,,,,1,,267
268,100,50,40,50,4,1048576,1000,10000,1,344733893,4000,11603,,,,,,1,,268
269,100,50,40,50,4,1048576,1000,10000,1,346842329,4000,11532,,,,,,1,,269
270,100,50,40,50,4,1048576,10000,10000,1,322097344,4000,12418,,,,,,1,,270
271,100,50,40,50,4,1048576,10000,10000,1,329049334,4000,12156,,,,,,1,,271
272,100,50,40,50,4,1048576,10000,10000,1,336372072,4000,11891,,,,,,1,,272
273,100,50,40,50,4,1048576,10000,10000,1,334053839,4000,11974,,,,,,1,,273
274,100,50,40,50,4,1048576,10000,10000,1,342847649,4000,11666,,,,,,1,,274
275,100,50,40,50,4,1048576,10000,10000,1,343279495,4000,11652,,,,,,1,,275
276,100,50,40,50,4,1048576,10000,10000,1,343101723,4000,11658,,,,,,1,,276
277,100,50,40,50,4,1048576,10000,10000,1,346100847,4000,11557,,,,,,1,,277
278,100,50,40,50,4,1048576,10000,10000,1,348546230,4000,11476,,,,,,1,,278
279,100,50,40,50,4,1048576,10000,10000,1,346412481,4000,11546,,,,,,1,,279
280,100,50,40,50,4,1048576,100000,10000,1,325452075,4000,12290,,,,,,1,,280
281,100,50,40,50,4,1048576,100000,10000,1,327149576,4000,12226,,,,,,1,,281
282,100,50,40,50,4,1048576,100000,10000,1,333743516,4000,11985,,,,,,1,,282
283,100,50,40,50,4,1048576,100000,10000,1,343123468,4000,11657,,,,,,1,,283
284,100,50,40,50,4,1048576,100000,10000,1,347371117,4000,11515,,,,,,1,,284
285,100,50,40,50,4,1048576,100000,10000,1,348695308,4000,11471,,,,,,1,,285
286,100,50,40,50,4,1048576,100000,10000,1,348748759,4000,11469,,,,,,1,,286
287,100,50,40,50,4,1048576,100000,10000,1,350370784,4000,11416,,,,,,1,,287
288,100,50,40,50,4,1048576,100000,10000,1,352991131,4000,11331,,,,,,1,,288
289,100,50,40,50,4,1048576,100000,10000,1,352136839,4000,11359,,,,,,1,,289
290,100,50,40,50,4,1048576,1000000,10000,1,329687953,4000,12132,,,,,,1,,290
291,100,50,40,50,4,1048576,1000000,10000,1,335900191,4000,11908,,,,,,1,,291
292,100,50,40,50,4,1048576,1000000,10000,1,333370652,4000,11998,,,,,,1,,292
293,100,50,40,50,4,1048576,1000000,10000,1,341825663,4000,11701,,,,,,1,,293
294,100,50,40,50,4,1048576,1000000,10000,1,343297178,4000,11651,,,,,,1,,294
295,100,50,40,50,4,1048576,1000000,10000,1,344791763,4000,11601,,,,,,1,,295
296,100,50,40,50,4,1048576,1000000,10000,1,349689956,4000,11438,,,,,,1,,296
297,100,50,40,50,4,1048576,1000000,10000,1,351144047,4000,11391,,,,,,1,,297
298,100,50,40,50,4,1048576,1000000,10000,1,357895833,4000,11176,,,,,,1,,298
299,100,50,40,50,4,1048576,1000000,10000,1,360768779,4000,11087,,,,,,1,,299
300,100,50,40,50,4,1048576,100,10000,1,170739041,4000,23427,,,,,,,1,300
301,100,50,40,50,4,1048576,100,10000,1,170894445,4000,23406,,,,,,,1,301
302,100,50,40,50,4,1048576,100,10000,1,170178038,4000,23504,,,,,,,1,302
303,100,50,40,50,4,1048576,100,10000,1,169666832,4000,23575,,,,,,,1,303
304,100,50,40,50,4,1048576,100,10000,1,170788133,4000,23420,,,,,,,1,304
305,100,50,40,50,4,1048576,100,10000,1,171208719,4000,23363,,,,,,,1,305
306,100,50,40,50,4,1048576,100,10000,1,173219837,4000,23092,,,,,,,1,306
307,100,50,40,50,4,1048576,100,10000,1,172871101,4000,23138,,,,,,,1,307
308,100,50,40,50,4,1048576,100,10000,1,172341416,4000,23209,,,,,,,1,308
309,100,50,40,50,4,1048576,100,10000,1,175049685,4000,22850,,,,,,,1,309
310,100,50,40,50,4,1048576,1000,10000,1,168764829,4000,23701,,,,,,,1,310
311,100,50,40,50,4,1048576,1000,10000,1,171200059,4000,23364,,,,,,,1,311
312,100,50,40,50,4,1048576,1000,10000,1,171635693,4000,23305,,,,,,,1,312
