,threads,files, per_requests,sequential_percent,identifiers,requests_bytes,inter_time,process_time,seed,generate_time,all_requests,thoughput,sjf
198,100,10,10,0,4,4194304,1000000,10000,1,43761151,1000,22851,1
199,100,10,10,0,4,4194304,1000000,10000,1,44835986,1000,22303,1
200,100,10,10,0,4,16777216,100,10000,1,43551263,1000,22961,1
201,100,10,10,0,4,16777216,100,10000,1,42347921,1000,23613,1
202,100,10,10,0,4,16777216,100,10000,1,42827337,1000,23349,1
203,100,10,10,0,4,16777216,100,10000,1,43763957,1000,22849,1
204,100,10,10,0,4,16777216,100,10000,1,44245546,1000,22601,1
205,100,10,10,0,4,16777216,100,10000,1,44339880,1000,22553,1
206,100,10,10,0,4,16777216,100,10000,1,44619320,1000,22411,1
207,100,10,10,0,4,16777216,100,10000,1,43666630,1000,22900,1
208,100,10,10,0,4,16777216,100,10000,1,44928219,1000,22257,1
209,100,10,10,0,4,16777216,100,10000,1,44516710,1000,22463,1
210,100,10,10,0,4,16777216,1000,10000,1,43822999,1000,22819,1
211,100,10,10,0,4,16777216,1000,10000,1,43466360,1000,23006,1
212,100,10,10,0,4,16777216,1000,10000,1,43289175,1000,23100,1
213,100,10,10,0,4,16777216,1000,10000,1,42973951,1000,23269,1
214,100,10,10,0,4,16777216,1000,10000,1,45132618,1000,22156,1
215,100,10,10,0,4,16777216,1000,10000,1,45168823,1000,22139,1
216,100,10,10,0,4,16777216,1000,10000,1,45103911,1000,22171,1
217,100,10,10,0,4,16777216,1000,10000,1,44590603,1000,22426,1
218,100,10,10,0,4,16777216,1000,10000,1,44135440,1000,22657,1
219,100,10,10,0,4,16777216,1000,10000,1,45695813,1000,21883,1
220,100,10,10,0,4,16777216,10000,10000,1,43701443,1000,22882,1
221,100,10,10,0,4,16777216,10000,10000,1,43500936,1000,22988,1
222,100,10,10,0,4,16777216,10000,10000,1,45034626,1000,22205,1
223,100,10,10,0,4,16777216,10000,10000,1,44124653,1000,22663,1
224,100,10,10,0,4,16777216,10000,10000,1,44454122,1000,22495,1
225,100,10,10,0,4,16777216,10000,10000,1,44639706,1000,22401,1
226,100,10,10,0,4,16777216,10000,10000,1,45195837,1000,22125,1
227,100,10,10,0,4,16777216,10000,10000,1,45523777,1000,21966,1
228,100,10,10,0,4,16777216,10000,10000,1,45815258,1000,21826,1
229,100,10,10,0,4,16777216,10000,10000,1,46149796,1000,21668,1
230,100,10,10,0,4,16777216,100000,10000,1,42072546,1000,23768,1
231,100,10,10,0,4,16777216,100000,10000,1,43572329,1000,22950,1
232,100,10,10,0,4,16777216,100000,10000,1,43090750,1000,23206,1
233,100,10,10,0,4,16777216,100000,10000,1,43004092,1000,23253,1
234,100,10,10,0,4,16777216,100000,10000,1,43526479,1000,22974,1
235,100,10,10,0,4,16777216,100000,10000,1,43805472,1000,22828,1
236,100,10,10,0,4,16777216,100000,10000,1,43945845,1000,22755,1
237,100,10,10,0,4,16777216,100000,10000,1,45012970,1000,22215,1
238,100,10,10,0,4,16777216,100000,10000,1,44120064,1000,22665,1
239,100,10,10,0,4,16777216,100000,10000,1,44574448,1000,22434,1
240,100,10,10,0,4,16777216,1000000,10000,1,42814573,1000,23356,1
241,100,10,10,0,4,16777216,1000000,10000,1,42559610,1000,23496,1
242,100,10,10,0,4,16777216,1000000,10000,1,42761638,1000,23385,1
243,100,10,10,0,4,16777216,1000000,10000,1,43634478,1000,22917,1
244,100,10,10,0,4,16777216,1000000,10000,1,43658842,1000,22904,1
245,100,10,10,0,4,16777216,1000000,10000,1,43174477,1000,23161,1
246,100,10,10,0,4,16777216,1000000,10000,1,43642510,1000,22913,1
247,100,10,10,0,4,16777216,1000000,10000,1,44189035,1000,22630,1
248,100,10,10,0,4,16777216,1000000,10000,1,42983137,1000,23264,1
249,100,10,10,0,4,16777216,1000000,10000,1,44325133,1000,22560,1
250,100,10,10,25,4,65536,100,10000,1,43393386,1000,23044,1
251,100,10,10,25,4,65536,100,10000,1,43158076,1000,23170,1
252,100,10,10,25,4,65536,100,10000,1,43569466,1000,22951,1
253,100,10,10,25,4,65536,100,10000,1,42815895,1000,23355,1
254,100,10,10,25,4,65536,100,10000,1,43770708,1000,22846,1
255,100,10,10,25,4,65536,100,10000,1,43838185,1000,22811,1
256,100,10,10,25,4,65536,100,10000,1,44499236,1000,22472,1
257,100,10,10,25,4,65536,100,10000,1,45037839,1000,22203,1
258,100,10,10,25,4,65536,100,10000,1,44650157,1000,22396,1
259,100,10,10,25,4,65536,100,10000,1,45003002,1000,22220,1
260,100,10,10,25,4,65536,1000,10000,1,42145392,1000,23727,1
261,100,10,10,25,4,65536,1000,10000,1,42744757,1000,23394,1
262,100,10,10,25,4,65536,1000,10000,1,43335855,1000,23075,1
263,100,10,10,25,4,65536,1000,10000,1,43304138,1000,23092,1
264,100,10,10,25,4,65536,1000,10000,1,43298296,1000,23095,1
265,100,10,10,25,4,65536,1000,10000,1,44723122,1000,22359,1
266,100,10,10,25,4,65536,1000,10000,1,43321994,1000,23082,1
267,100,10,10,25,4,65536,1000,10000,1,43044063,1000,23232,1
268,100,10,10,25,4,65536,1000,10000,1,44051537,1000,22700,1
269,100,10,10,25,4,65536,1000,10000,1,47564414,1000,21024,1
270,100,10,10,25,4,65536,10000,10000,1,41950034,1000,23837,1
271,100,10,10,25,4,65536,10000,10000,1,41759325,1000,23946,1
272,100,10,10,25,4,65536,10000,10000,1,42767555,1000,23382,1
273,100,10,10,25,4,65536,10000,10000,1,42374947,1000,23598,1
274,100,10,10,25,4,65536,10000,10000,1,43153011,1000,23173,1
275,100,10,10,25,4,65536,10000,10000,1,43522542,1000,22976,1
276,100,10,10,25,4,65536,10000,10000,1,43326824,1000,23080,1
277,100,10,10,25,4,65536,10000,10000,1,42748616,1000,23392,1
278,100,10,10,25,4,65536,10000,10000,1,43484848,1000,22996,1
279,100,10,10,25,4,65536,10000,10000,1,43677870,1000,22894,1
280,100,10,10,25,4,65536,100000,10000,1,41334613,1000,24192,1
281,100,10,10,25,4,65536,100000,10000,1,42998655,1000,23256,1
282,100,10,10,25,4,65536,100000,10000,1,41184857,1000,24280,1
283,100,10,10,25,4,65536,100000,10000,1,42281359,1000,23651,1
284,100,10,10,25,4,65536,100000,10000,1,42980171,1000,23266,1
285,100,10,10,25,4,65536,100000,10000,1,43576376,1000,22948,1
286,100,10,10,25,4,65536,100000,10000,1,42879698,1000,23321,1
287,100,10,10,25,4,65536,100000,10000,1,42863836,1000,23329,1
288,100,10,10,25,4,65536,100000,10000,1,44277918,1000,22584,1
289,100,10,10,25,4,65536,100000,10000,1,46944797,1000,21301,1
290,100,10,10,25,4,65536,1000000,10000,1,41987084,1000,23816,1
291,100,10,10,25,4,65536,1000000,10000,1,42975960,1000,23268,1
292,100,10,10,25,4,65536,1000000,10000,1,42474506,1000,23543,1
293,100,10,10,25,4,65536,1000000,10000,1,42314708,1000,23632,1
294,100,10,10,25,4,65536,1000000,10000,1,42592394,1000,23478,1
295,100,10,10,25,4,65536,1000000,10000,1,43196001,1000,23150,1
296,100,10,10,25,4,65536,1000000,10000,1,43075950,1000,23214,1
297,100,10,10,25,4,65536,1000000,10000,1,44165763,1000,22641,1
298,100,10,10,25,4,65536,1000000,10000,1,43250524,1000,23121,1
299,100,10,10,25,4,65536,1000000,10000,1,46063731,1000,21709,1
300,100,10,10,25,4,262144,100,10000,1,42647518,1000,23448,1
301,100,10,10,25,4,262144,100,10000,1,43038841,1000,23234,1
302,100,10,10,25,4,262144,100,10000,1,43665339,1000,22901,1
303,100,10,10,25,4,262144,100,10000,1,43112416,1000,23195,1
304,100,10,10,25,4,262144,100,10000,1,43838542,1000,22810,1
305,100,10,10,25,4,262144,100,10000,1,43203280,1000,23146,1
306,100,10,10,25,4,262144,100,10000,1,44095708,1000,22677,1
307,100,10,10,25,4,262144,100,10000,1,44605157,1000,22418,1
308,100,10,10,25,4,262144,100,10000,1,43465033,1000,23006,1
309,100,10,10,25,4,262144,100,10000,1,43482938,1000,22997,1
310,100,10,10,25,4,262144,1000,10000,1,42390981,1000,23589,1
311,100,10,10,25,4,262144,1000,10000,1,42353471,1000,23610,1
312,100,10,10,25,4,262144,1000,10000,1,42311643,1000,23634,1
313,100,10,10,25,4,262144,1000,10000,1,42793532,1000,23368,1
314,100,10,10,25,4,262144,1000,10000,1,43139725,1000,23180,1
315,100,10,10,25,4,262144,1000,10000,1,42677109,1000,23431,1
316,100,10,10,25,4,262144,1000,10000,1,44247386,1000,22600,1
317,100,10,10,25,4,262144,1000,10000,1,43052845,1000,23227,1
318,100,10,10,25,4,262144,1000,10000,1,43868016,1000,22795,1
319,100,10,10,25,4,262144,1000,10000,1,44742093,1000,22350,1
320,100,10,10,25,4,262144,10000,10000,1,43078839,1000,23213,1
321,100,10,10,25,4,262144,10000,10000,1,42257029,1000,23664,1
322,100,10,10,25,4,262144,10000,10000,1,43423559,1000,23028,1
323,100,10,10,25,4,262144,10000,10000,1,44149092,1000,22650,1
324,100,10,10,25,4,262144,10000,10000,1,43951018,1000,22752,1
325,100,10,10,25,4,262144,10000,10000,1,44290886,1000,22578,1
326,100,10,10,25,4,262144,10000,10000,1,43689294,1000,22888,1
327,100,10,10,25,4,262144,10000,10000,1,44590325,1000,22426,1
328,100,10,10,25,4,262144,10000,10000,1,44388263,1000,22528,1
329,100,10,10,25,4,262144,10000,10000,1,44344106,1000,22550,1
330,100,10,10,25,4,262144,100000,10000,1,43349338,1000,23068,1
331,100,10,10,25,4,262144,100000,10000,1,44480876,1000,22481,1
332,100,10,10,25,4,262144,100000,10000,1,44381640,1000,22531,1
333,100,10,10,25,4,262144,100000,10000,1,44790391,1000,22326,1
334,100,10,10,25,4,262144,100000,10000,1,44891898,1000,22275,1
335,100,10,10,25,4,262144,100000,10000,1,44454017,1000,22495,1
336,100,10,10,25,4,262144,100000,10000,1,44496171,1000,22473,1
337,100,10,10,25,4,262144,100000,10000,1,45746869,1000,21859,1
338,100,10,10,25,4,262144,100000,10000,1,44992672,1000,22225,1
339,100,10,10,25,4,262144,100000,10000,1,44521735,1000,22460,1
340,100,10,10,25,4,262144,1000000,10000,1,42650472,1000,23446,1
341,100,10,10,25,4,262144,1000000,10000,1,43153326,1000,23173,1
342,100,10,10,25,4,262144,1000000,10000,1,42666145,1000,23437,1
343,100,10,10,25,4,262144,1000000,10000,1,43419727,1000,23031,1
344,100,10,10,25,4,262144,1000000,10000,1,42401752,1000,23583,1
345,100,10,10,25,4,262144,1000000,10000,1,42451285,1000,23556,1
346,100,10,10,25,4,262144,1000000,10000,1,43395932,1000,23043,1
347,100,10,10,25,4,262144,1000000,10000,1,42184100,1000,23705,1
348,100,10,10,25,4,262144,1000000,10000,1,42982987,1000,23265,1
349,100,10,10,25,4,262144,1000000,10000,1,43141268,1000,23179,1
350,100,10,10,25,4,1048576,100,10000,1,42381882,1000,23594,1
351,100,10,10,25,4,1048576,100,10000,1,43151804,1000,23174,1
352,100,10,10,25,4,1048576,100,10000,1,43432603,1000,23024,1
353,100,10,10,25,4,1048576,100,10000,1,42980873,1000,23266,1
354,100,10,10,25,4,1048576,100,10000,1,43542425,1000,22966,1
355,100,10,10,25,4,1048576,100,10000,1,43141944,1000,23179,1
356,100,10,10,25,4,1048576,100,10000,1,44432942,1000,22505,1
357,100,10,10,25,4,1048576,100,10000,1,43430864,1000,23025,1
358,100,10,10,25,4,1048576,100,10000,1,42593043,1000,23478,1
359,100,10,10,25,4,1048576,100,10000,1,45174258,1000,22136,1
360,100,10,10,25,4,1048576,1000,10000,1,43538964,1000,22967,1
361,100,10,10,25,4,1048576,1000,10000,1,42518882,1000,23518,1
362,100,10,10,25,4,1048576,1000,10000,1,42898796,1000,23310,1
363,100,10,10,25,4,1048576,1000,10000,1,43838559,1000,22810,1
364,100,10,10,25,4,1048576,1000,10000,1,43893353,1000,22782,1
365,100,10,10,25,4,1048576,1000,10000,1,44588060,1000,22427,1
366,100,10,10,25,4,1048576,1000,10000,1,45455375,1000,21999,1
367,100,10,10,25,4,1048576,1000,10000,1,43873578,1000,22792,1
368,100,10,10,25,4,1048576,1000,10000,1,44554183,1000,22444,1
369,100,10,10,25,4,1048576,1000,10000,1,49348072,1000,20264,1
370,100,10,10,25,4,1048576,10000,10000,1,43336997,1000,23074,1
371,100,10,10,25,4,1048576,10000,10000,1,43570491,1000,22951,1
372,100,10,10,25,4,1048576,10000,10000,1,43529919,1000,22972,1
373,100,10,10,25,4,1048576,10000,10000,1,44698262,1000,22372,1
374,100,10,10,25,4,1048576,10000,10000,1,43932260,1000,22762,1
375,100,10,10,25,4,1048576,10000,10000,1,43760581,1000,22851,1
376,100,10,10,25,4,1048576,10000,10000,1,43977412,1000,22738,1
377,100,10,10,25,4,1048576,10000,10000,1,45389278,1000,22031,1
378,100,10,10,25,4,1048576,10000,10000,1,45141364,1000,22152,1
379,100,10,10,25,4,1048576,10000,10000,1,45612296,1000,21923,1
380,100,10,10,25,4,1048576,100000,10000,1,42943277,1000,23286,1
381,100,10,10,25,4,1048576,100000,10000,1,42341776,1000,23617,1
382,100,10,10,25,4,1048576,100000,10000,1,43795462,1000,22833,1
383,100,10,10,25,4,1048576,100000,10000,1,43370071,1000,23057,1
384,100,10,10,25,4,1048576,100000,10000,1,42785085,1000,23372,1
385,100,10,10,25,4,1048576,100000,10000,1,44236977,1000,22605,1
386,100,10,10,25,4,1048576,100000,10000,1,43643487,1000,22912,1
387,100,10,10,25,4,1048576,100000,10000,1,43464892,1000,23007,1
388,100,10,10,25,4,1048576,100000,10000,1,43857844,1000,22800,1
