new_index,threads,files, per_requests,sequential_percent,identifiers,requests_bytes,inter_time,process_time,seed,generate_time,all_requests,thoughput,aioli,mlf,noop,sjf,to,toagg,twins,new_index
23,100,50,40,50,4,1048576,10000,10000,1,197093957,4000,20294,1,,,,,,,23
24,100,50,40,50,4,1048576,10000,10000,1,196711075,4000,20334,1,,,,,,,24
25,100,50,40,50,4,1048576,10000,10000,1,197034248,4000,20301,1,,,,,,,25
26,100,50,40,50,4,1048576,10000,10000,1,198496176,4000,20151,1,,,,,,,26
27,100,50,40,50,4,1048576,10000,10000,1,198786652,4000,20122,1,,,,,,,27
28,100,50,40,50,4,1048576,10000,10000,1,196237892,4000,20383,1,,,,,,,28
29,100,50,40,50,4,1048576,10000,10000,1,201511215,4000,19850,1,,,,,,,29
30,100,50,80,50,4,1048576,10000,10000,1,460079423,8000,17388,1,,,,,,,30
31,100,50,80,50,4,1048576,10000,10000,1,458230279,8000,17458,1,,,,,,,31
32,100,50,80,50,4,1048576,10000,10000,1,466189833,8000,17160,1,,,,,,,32
33,100,50,80,50,4,1048576,10000,10000,1,471351504,8000,16972,1,,,,,,,33
34,100,50,80,50,4,1048576,10000,10000,1,470679191,8000,16996,1,,,,,,,34
35,100,50,80,50,4,1048576,10000,10000,1,480666423,8000,16643,1,,,,,,,35
36,100,50,80,50,4,1048576,10000,10000,1,478099815,8000,16732,1,,,,,,,36
37,100,50,80,50,4,1048576,10000,10000,1,480712214,8000,16641,1,,,,,,,37
38,100,50,80,50,4,1048576,10000,10000,1,479861812,8000,16671,1,,,,,,,38
39,100,50,80,50,4,1048576,10000,10000,1,483047411,8000,16561,1,,,,,,,39
40,100,50,160,50,4,1048576,10000,10000,1,1581619239,16000,10116,1,,,,,,,40
41,100,50,160,50,4,1048576,10000,10000,1,1591856262,16000,10051,1,,,,,,,41
42,100,50,160,50,4,1048576,10000,10000,1,1593517129,16000,10040,1,,,,,,,42
43,100,50,160,50,4,1048576,10000,10000,1,1600863461,16000,9994,1,,,,,,,43
44,100,50,160,50,4,1048576,10000,10000,1,1605474008,16000,9965,1,,,,,,,44
45,100,50,160,50,4,1048576,10000,10000,1,1623103302,16000,9857,1,,,,,,,45
46,100,50,160,50,4,1048576,10000,10000,1,1627900975,16000,9828,1,,,,,,,46
47,100,50,160,50,4,1048576,10000,10000,1,1633916298,16000,9792,1,,,,,,,47
48,100,50,160,50,4,1048576,10000,10000,1,1647548633,16000,9711,1,,,,,,,48
49,100,50,160,50,4,1048576,10000,10000,1,1683402313,16000,9504,1,,,,,,,49
50,100,50,10,50,4,1048576,10000,10000,1,46769241,1000,21381,,1,,,,,,50
51,100,50,10,50,4,1048576,10000,10000,1,46586998,1000,21465,,1,,,,,,51
52,100,50,10,50,4,1048576,10000,10000,1,47031154,1000,21262,,1,,,,,,52
53,100,50,10,50,4,1048576,10000,10000,1,46653829,1000,21434,,1,,,,,,53
54,100,50,10,50,4,1048576,10000,10000,1,46484846,1000,21512,,1,,,,,,54
55,100,50,10,50,4,1048576,10000,10000,1,47762807,1000,20936,,1,,,,,,55
56,100,50,10,50,4,1048576,10000,10000,1,47871720,1000,20889,,1,,,,,,56
57,100,50,10,50,4,1048576,10000,10000,1,47146061,1000,21210,,1,,,,,,57
58,100,50,10,50,4,1048576,10000,10000,1,48244043,1000,20727,,1,,,,,,58
59,100,50,10,50,4,1048576,10000,10000,1,48238221,1000,20730,,1,,,,,,59
60,100,50,20,50,4,1048576,10000,10000,1,83060755,2000,24078,,1,,,,,,60
61,100,50,20,50,4,1048576,10000,10000,1,84048285,2000,23795,,1,,,,,,61
62,100,50,20,50,4,1048576,10000,10000,1,84249302,2000,23739,,1,,,,,,62
63,100,50,20,50,4,1048576,10000,10000,1,86371395,2000,23155,,1,,,,,,63
64,100,50,20,50,4,1048576,10000,10000,1,87230811,2000,22927,,1,,,,,,64
65,100,50,20,50,4,1048576,10000,10000,1,86012619,2000,23252,,1,,,,,,65
66,100,50,20,50,4,1048576,10000,10000,1,86705891,2000,23066,,1,,,,,,66
67,100,50,20,50,4,1048576,10000,10000,1,85162081,2000,23484,,1,,,,,,67
68,100,50,20,50,4,1048576,10000,10000,1,86320890,2000,23169,,1,,,,,,68
69,100,50,20,50,4,1048576,10000,10000,1,87142583,2000,22950,,1,,,,,,69
70,100,50,40,50,4,1048576,10000,10000,1,167619277,4000,23863,,1,,,,,,70
71,100,50,40,50,4,1048576,10000,10000,1,166497047,4000,24024,,1,,,,,,71
72,100,50,40,50,4,1048576,10000,10000,1,167793737,4000,23838,,1,,,,,,72
73,100,50,40,50,4,1048576,10000,10000,1,168057518,4000,23801,,1,,,,,,73
74,100,50,40,50,4,1048576,10000,10000,1,169537824,4000,23593,,1,,,,,,74
75,100,50,40,50,4,1048576,10000,10000,1,169802639,4000,23556,,1,,,,,,75
76,100,50,40,50,4,1048576,10000,10000,1,169952919,4000,23535,,1,,,,,,76
77,100,50,40,50,4,1048576,10000,10000,1,170363435,4000,23479,,1,,,,,,77
78,100,50,40,50,4,1048576,10000,10000,1,171647815,4000,23303,,1,,,,,,78
79,100,50,40,50,4,1048576,10000,10000,1,171416851,4000,23334,,1,,,,,,79
80,100,50,80,50,4,1048576,10000,10000,1,332897364,8000,24031,,1,,,,,,80
81,100,50,80,50,4,1048576,10000,10000,1,335056231,8000,23876,,1,,,,,,81
82,100,50,80,50,4,1048576,10000,10000,1,336643104,8000,23764,,1,,,,,,82
83,100,50,80,50,4,1048576,10000,10000,1,336306561,8000,23787,,1,,,,,,83
84,100,50,80,50,4,1048576,10000,10000,1,337566399,8000,23699,,1,,,,,,84
85,100,50,80,50,4,1048576,10000,10000,1,338216921,8000,23653,,1,,,,,,85
86,100,50,80,50,4,1048576,10000,10000,1,339278961,8000,23579,,1,,,,,,86
87,100,50,80,50,4,1048576,10000,10000,1,340615861,8000,23486,,1,,,,,,87
88,100,50,80,50,4,1048576,10000,10000,1,342538406,8000,23355,,1,,,,,,88
89,100,50,80,50,4,1048576,10000,10000,1,342121574,8000,23383,,1,,,,,,89
90,100,50,160,50,4,1048576,10000,10000,1,688260197,16000,23247,,1,,,,,,90
91,100,50,160,50,4,1048576,10000,10000,1,697996919,16000,22922,,1,,,,,,91
92,100,50,160,50,4,1048576,10000,10000,1,693647256,16000,23066,,1,,,,,,92
93,100,50,160,50,4,1048576,10000,10000,1,694281458,16000,23045,,1,,,,,,93
94,100,50,160,50,4,1048576,10000,10000,1,701359688,16000,22812,,1,,,,,,94
95,100,50,160,50,4,1048576,10000,10000,1,700816406,16000,22830,,1,,,,,,95
96,100,50,160,50,4,1048576,10000,10000,1,707221127,16000,22623,,1,,,,,,96
97,100,50,160,50,4,1048576,10000,10000,1,697917545,16000,22925,,1,,,,,,97
98,100,50,160,50,4,1048576,10000,10000,1,707046420,16000,22629,,1,,,,,,98
99,100,50,160,50,4,1048576,10000,10000,1,708280837,16000,22589,,1,,,,,,99
100,100,50,10,50,4,1048576,10000,10000,1,449438238,1000,2224,,,1,,,,,100
101,100,50,10,50,4,1048576,10000,10000,1,478687659,1000,2089,,,1,,,,,101
102,100,50,10,50,4,1048576,10000,10000,1,490626433,1000,2038,,,1,,,,,102
103,100,50,10,50,4,1048576,10000,10000,1,508736111,1000,1965,,,1,,,,,103
104,100,50,10,50,4,1048576,10000,10000,1,510214656,1000,1959,,,1,,,,,104
105,100,50,10,50,4,1048576,10000,10000,1,514616000,1000,1943,,,1,,,,,105
106,100,50,10,50,4,1048576,10000,10000,1,521178153,1000,1918,,,1,,,,,106
107,100,50,10,50,4,1048576,10000,10000,1,526404920,1000,1899,,,1,,,,,107
108,100,50,10,50,4,1048576,10000,10000,1,536913492,1000,1862,,,1,,,,,108
109,100,50,10,50,4,1048576,10000,10000,1,548413741,1000,1823,,,1,,,,,109
110,100,50,20,50,4,1048576,10000,10000,1,986297531,2000,2027,,,1,,,,,110
111,100,50,20,50,4,1048576,10000,10000,1,1054344204,2000,1896,,,1,,,,,111
112,100,50,20,50,4,1048576,10000,10000,1,1054243651,2000,1897,,,1,,,,,112
113,100,50,20,50,4,1048576,10000,10000,1,1106468192,2000,1807,,,1,,,,,113
114,100,50,20,50,4,1048576,10000,10000,1,1126702060,2000,1775,,,1,,,,,114
115,100,50,20,50,4,1048576,10000,10000,1,1129384540,2000,1770,,,1,,,,,115
116,100,50,20,50,4,1048576,10000,10000,1,1140594599,2000,1753,,,1,,,,,116
117,100,50,20,50,4,1048576,10000,10000,1,1146609334,2000,1744,,,1,,,,,117
118,100,50,20,50,4,1048576,10000,10000,1,1154099514,2000,1732,,,1,,,,,118
119,100,50,20,50,4,1048576,10000,10000,1,1175123961,2000,1701,,,1,,,,,119
120,100,50,40,50,4,1048576,10000,10000,1,2090519529,4000,1913,,,1,,,,,120
121,100,50,40,50,4,1048576,10000,10000,1,2115243535,4000,1891,,,1,,,,,121
122,100,50,40,50,4,1048576,10000,10000,1,2163912543,4000,1848,,,1,,,,,122
123,100,50,40,50,4,1048576,10000,10000,1,2186014702,4000,1829,,,1,,,,,123
124,100,50,40,50,4,1048576,10000,10000,1,2237336295,4000,1787,,,1,,,,,124
125,100,50,40,50,4,1048576,10000,10000,1,2239981642,4000,1785,,,1,,,,,125
126,100,50,40,50,4,1048576,10000,10000,1,2248862463,4000,1778,,,1,,,,,126
127,100,50,40,50,4,1048576,10000,10000,1,2253195428,4000,1775,,,1,,,,,127
128,100,50,40,50,4,1048576,10000,10000,1,2260255119,4000,1769,,,1,,,,,128
129,100,50,40,50,4,1048576,10000,10000,1,2259495649,4000,1770,,,1,,,,,129
130,100,50,80,50,4,1048576,10000,10000,1,4314392781,8000,1854,,,1,,,,,130
131,100,50,80,50,4,1048576,10000,10000,1,4332256351,8000,1846,,,1,,,,,131
132,100,50,80,50,4,1048576,10000,10000,1,4341999169,8000,1842,,,1,,,,,132
133,100,50,80,50,4,1048576,10000,10000,1,4358932379,8000,1835,,,1,,,,,133
134,100,50,80,50,4,1048576,10000,10000,1,4421545117,8000,1809,,,1,,,,,134
135,100,50,80,50,4,1048576,10000,10000,1,4463456357,8000,1792,,,1,,,,,135
136,100,50,80,50,4,1048576,10000,10000,1,4475670489,8000,1787,,,1,,,,,136
137,100,50,80,50,4,1048576,10000,10000,1,4548854345,8000,1758,,,1,,,,,137
138,100,50,80,50,4,1048576,10000,10000,1,4556527535,8000,1755,,,1,,,,,138
139,100,50,80,50,4,1048576,10000,10000,1,4559507405,8000,1754,,,1,,,,,139
140,100,50,160,50,4,1048576,10000,10000,1,5076726870,16000,3151,,,1,,,,,140
141,100,50,160,50,4,1048576,10000,10000,1,5100691549,16000,3136,,,1,,,,,141
142,100,50,160,50,4,1048576,10000,10000,1,5098786232,16000,3138,,,1,,,,,142
143,100,50,160,50,4,1048576,10000,10000,1,5096947831,16000,3139,,,1,,,,,143
144,100,50,160,50,4,1048576,10000,10000,1,5133953227,16000,3116,,,1,,,,,144
145,100,50,160,50,4,1048576,10000,10000,1,5174521176,16000,3092,,,1,,,,,145
146,100,50,160,50,4,1048576,10000,10000,1,5172660376,16000,3093,,,1,,,,,146
147,100,50,160,50,4,1048576,10000,10000,1,5169487430,16000,3095,,,1,,,,,147
148,100,50,160,50,4,1048576,10000,10000,1,5207703526,16000,3072,,,1,,,,,148
149,100,50,160,50,4,1048576,10000,10000,1,5217178316,16000,3066,,,1,,,,,149
150,100,50,10,50,4,1048576,10000,10000,1,42228813,1000,23680,,,,1,,,,150
151,100,50,10,50,4,1048576,10000,10000,1,42220464,1000,23685,,,,1,,,,151
152,100,50,10,50,4,1048576,10000,10000,1,42236936,1000,23675,,,,1,,,,152
153,100,50,10,50,4,1048576,10000,10000,1,42340636,1000,23617,,,,1,,,,153
154,100,50,10,50,4,1048576,10000,10000,1,42451699,1000,23556,,,,1,,,,154
155,100,50,10,50,4,1048576,10000,10000,1,42959843,1000,23277,,,,1,,,,155
156,100,50,10,50,4,1048576,10000,10000,1,42921201,1000,23298,,,,1,,,,156
157,100,50,10,50,4,1048576,10000,10000,1,42373512,1000,23599,,,,1,,,,157
158,100,50,10,50,4,1048576,10000,10000,1,42198461,1000,23697,,,,1,,,,158
159,100,50,10,50,4,1048576,10000,10000,1,43232970,1000,23130,,,,1,,,,159
160,100,50,20,50,4,1048576,10000,10000,1,83762454,2000,23877,,,,1,,,,160
161,100,50,20,50,4,1048576,10000,10000,1,83770482,2000,23874,,,,1,,,,161
162,100,50,20,50,4,1048576,10000,10000,1,85385376,2000,23423,,,,1,,,,162
163,100,50,20,50,4,1048576,10000,10000,1,85229346,2000,23466,,,,1,,,,163
164,100,50,20,50,4,1048576,10000,10000,1,85343386,2000,23434,,,,1,,,,164
165,100,50,20,50,4,1048576,10000,10000,1,85062315,2000,23512,,,,1,,,,165
166,100,50,20,50,4,1048576,10000,10000,1,85036429,2000,23519,,,,1,,,,166
167,100,50,20,50,4,1048576,10000,10000,1,86260576,2000,23185,,,,1,,,,167
168,100,50,20,50,4,1048576,10000,10000,1,85360905,2000,23429,,,,1,,,,168
169,100,50,20,50,4,1048576,10000,10000,1,85989901,2000,23258,,,,1,,,,169
170,100,50,40,50,4,1048576,10000,10000,1,164584745,4000,24303,,,,1,,,,170
171,100,50,40,50,4,1048576,10000,10000,1,165167993,4000,24217,,,,1,,,,171
172,100,50,40,50,4,1048576,10000,10000,1,165010946,4000,24240,,,,1,,,,172
173,100,50,40,50,4,1048576,10000,10000,1,165351603,4000,24190,,,,1,,,,173
174,100,50,40,50,4,1048576,10000,10000,1,166586511,4000,24011,,,,1,,,,174
175,100,50,40,50,4,1048576,10000,10000,1,167667154,4000,23856,,,,1,,,,175
176,100,50,40,50,4,1048576,10000,10000,1,168157236,4000,23787,,,,1,,,,176
177,100,50,40,50,4,1048576,10000,10000,1,169097189,4000,23655,,,,1,,,,177
178,100,50,40,50,4,1048576,10000,10000,1,167929111,4000,23819,,,,1,,,,178
179,100,50,40,50,4,1048576,10000,10000,1,167404085,4000,23894,,,,1,,,,179
180,100,50,80,50,4,1048576,10000,10000,1,325398559,8000,24585,,,,1,,,,180
181,100,50,80,50,4,1048576,10000,10000,1,328122463,8000,24381,,,,1,,,,181
182,100,50,80,50,4,1048576,10000,10000,1,327913579,8000,24396,,,,1,,,,182
183,100,50,80,50,4,1048576,10000,10000,1,328637586,8000,24342,,,,1,,,,183
184,100,50,80,50,4,1048576,10000,10000,1,329360539,8000,24289,,,,1,,,,184
185,100,50,80,50,4,1048576,10000,10000,1,330590770,8000,24199,,,,1,,,,185
186,100,50,80,50,4,1048576,10000,10000,1,328020471,8000,24388,,,,1,,,,186
187,100,50,80,50,4,1048576,10000,10000,1,329944881,8000,24246,,,,1,,,,187
188,100,50,80,50,4,1048576,10000,10000,1,331514615,8000,24131,,,,1,,,,188
189,100,50,80,50,4,1048576,10000,10000,1,332294854,8000,24075,,,,1,,,,189
190,100,50,160,50,4,1048576,10000,10000,1,657455999,16000,24336,,,,1,,,,190
191,100,50,160,50,4,1048576,10000,10000,1,651441493,16000,24560,,,,1,,,,191
192,100,50,160,50,4,1048576,10000,10000,1,662152937,16000,24163,,,,1,,,,192
193,100,50,160,50,4,1048576,10000,10000,1,660371902,16000,24228,,,,1,,,,193
194,100,50,160,50,4,1048576,10000,10000,1,662187473,16000,24162,,,,1,,,,194
195,100,50,160,50,4,1048576,10000,10000,1,660911698,16000,24208,,,,1,,,,195
196,100,50,160,50,4,1048576,10000,10000,1,664125575,16000,24091,,,,1,,,,196
197,100,50,160,50,4,1048576,10000,10000,1,665037883,16000,24058,,,,1,,,,197
198,100,50,160,50,4,1048576,10000,10000,1,662714132,16000,24143,,,,1,,,,198
199,100,50,160,50,4,1048576,10000,10000,1,662378637,16000,24155,,,,1,,,,199
200,100,50,10,50,4,1048576,10000,10000,1,43926787,1000,22765,,,,,1,,,200
201,100,50,10,50,4,1048576,10000,10000,1,43806572,1000,22827,,,,,1,,,201
202,100,50,10,50,4,1048576,10000,10000,1,43779281,1000,22841,,,,,1,,,202
203,100,50,10,50,4,1048576,10000,10000,1,43614557,1000,22928,,,,,1,,,203
204,100,50,10,50,4,1048576,10000,10000,1,44927142,1000,22258,,,,,1,,,204
205,100,50,10,50,4,1048576,10000,10000,1,45192191,1000,22127,,,,,1,,,205
206,100,50,10,50,4,1048576,10000,10000,1,45742050,1000,21861,,,,,1,,,206
207,100,50,10,50,4,1048576,10000,10000,1,44688164,1000,22377,,,,,1,,,207
208,100,50,10,50,4,1048576,10000,10000,1,44394327,1000,22525,,,,,1,,,208
209,100,50,10,50,4,1048576,10000,10000,1,46375088,1000,21563,,,,,1,,,209
210,100,50,20,50,4,1048576,10000,10000,1,84189323,2000,23755,,,,,1,,,210
211,100,50,20,50,4,1048576,10000,10000,1,84907952,2000,23554,,,,,1,,,211
212,100,50,20,50,4,1048576,10000,10000,1,85261921,2000,23457,,,,,1,,,212
213,100,50,20,50,4,1048576,10000,10000,1,85105592,2000,23500,,,,,1,,,213
214,100,50,20,50,4,1048576,10000,10000,1,85877523,2000,23288,,,,,1,,,214
215,100,50,20,50,4,1048576,10000,10000,1,85619850,2000,23359,,,,,1,,,215
216,100,50,20,50,4,1048576,10000,10000,1,86572282,2000,23102,,,,,1,,,216
217,100,50,20,50,4,1048576,10000,10000,1,86383673,2000,23152,,,,,1,,,217
218,100,50,20,50,4,1048576,10000,10000,1,86055644,2000,23240,,,,,1,,,218
219,100,50,20,50,4,1048576,10000,10000,1,88014743,2000,22723,,,,,1,,,219
220,100,50,40,50,4,1048576,10000,10000,1,166195604,4000,24068,,,,,1,,,220
221,100,50,40,50,4,1048576,10000,10000,1,168464374,4000,23743,,,,,1,,,221
222,100,50,40,50,4,1048576,10000,10000,1,166681666,4000,23997,,,,,1,,,222
223,100,50,40,50,4,1048576,10000,10000,1,166928874,4000,23962,,,,,1,,,223
224,100,50,40,50,4,1048576,10000,10000,1,168936965,4000,23677,,,,,1,,,224
225,100,50,40,50,4,1048576,10000,10000,1,167526398,4000,23876,,,,,1,,,225
226,100,50,40,50,4,1048576,10000,10000,1,169373884,4000,23616,,,,,1,,,226
227,100,50,40,50,4,1048576,10000,10000,1,167865378,4000,23828,,,,,1,,,227
228,100,50,40,50,4,1048576,10000,10000,1,169344833,4000,23620,,,,,1,,,228
229,100,50,40,50,4,1048576,10000,10000,1,169704118,4000,23570,,,,,1,,,229
230,100,50,80,50,4,1048576,10000,10000,1,337414153,8000,23709,,,,,1,,,230
231,100,50,80,50,4,1048576,10000,10000,1,339664527,8000,23552,,,,,1,,,231
232,100,50,80,50,4,1048576,10000,10000,1,339931764,8000,23534,,,,,1,,,232
233,100,50,80,50,4,1048576,10000,10000,1,341996237,8000,23392,,,,,1,,,233
234,100,50,80,50,4,1048576,10000,10000,1,340769807,8000,23476,,,,,1,,,234
235,100,50,80,50,4,1048576,10000,10000,1,341255553,8000,23442,,,,,1,,,235
236,100,50,80,50,4,1048576,10000,10000,1,340662335,8000,23483,,,,,1,,,236
237,100,50,80,50,4,1048576,10000,10000,1,342872247,8000,23332,,,,,1,,,237
238,100,50,80,50,4,1048576,10000,10000,1,342479124,8000,23359,,,,,1,,,238
239,100,50,80,50,4,1048576,10000,10000,1,342924510,8000,23328,,,,,1,,,239
240,100,50,160,50,4,1048576,10000,10000,1,681354224,16000,23482,,,,,1,,,240
241,100,50,160,50,4,1048576,10000,10000,1,681689656,16000,23471,,,,,1,,,241
242,100,50,160,50,4,1048576,10000,10000,1,679332283,16000,23552,,,,,1,,,242
243,100,50,160,50,4,1048576,10000,10000,1,682851415,16000,23431,,,,,1,,,243
244,100,50,160,50,4,1048576,10000,10000,1,684226132,16000,23384,,,,,1,,,244
245,100,50,160,50,4,1048576,10000,10000,1,684751210,16000,23366,,,,,1,,,245
246,100,50,160,50,4,1048576,10000,10000,1,685425075,16000,23343,,,,,1,,,246
247,100,50,160,50,4,1048576,10000,10000,1,686445979,16000,23308,,,,,1,,,247
248,100,50,160,50,4,1048576,10000,10000,1,686606658,16000,23303,,,,,1,,,248
249,100,50,160,50,4,1048576,10000,10000,1,691110450,16000,23151,,,,,1,,,249
250,100,50,10,50,4,1048576,10000,10000,1,55441404,1000,18037,,,,,,1,,250
251,100,50,10,50,4,1048576,10000,10000,1,55941592,1000,17875,,,,,,1,,251
252,100,50,10,50,4,1048576,10000,10000,1,56534625,1000,17688,,,,,,1,,252
253,100,50,10,50,4,1048576,10000,10000,1,56545253,1000,17684,,,,,,1,,253
254,100,50,10,50,4,1048576,10000,10000,1,55351056,1000,18066,,,,,,1,,254
255,100,50,10,50,4,1048576,10000,10000,1,57132411,1000,17503,,,,,,1,,255
256,100,50,10,50,4,1048576,10000,10000,1,57488523,1000,17394,,,,,,1,,256
257,100,50,10,50,4,1048576,10000,10000,1,58013489,1000,17237,,,,,,1,,257
258,100,50,10,50,4,1048576,10000,10000,1,58256839,1000,17165,,,,,,1,,258
259,100,50,10,50,4,1048576,10000,10000,1,58379319,1000,17129,,,,,,1,,259
260,100,50,20,50,4,1048576,10000,10000,1,129722327,2000,15417,,,,,,1,,260
261,100,50,20,50,4,1048576,10000,10000,1,129135305,2000,15487,,,,,,1,,261
262,100,50,20,50,4,1048576,10000,10000,1,130459239,2000,15330,,,,,,1,,262
263,100,50,20,50,4,1048576,10000,10000,1,132235881,2000,15124,,,,,,1,,263
264,100,50,20,50,4,1048576,10000,10000,1,132167767,2000,15132,,,,,,1,,264
265,100,50,20,50,4,1048576,10000,10000,1,132930723,2000,15045,,,,,,1,,265
266,100,50,20,50,4,1048576,10000,10000,1,135755342,2000,14732,,,,,,1,,266
267,100,50,20,50,4,1048576,10000,10000,1,135675453,2000,14741,,,,,,1,,267
268,100,50,20,50,4,1048576,10000,10000,1,135575988,2000,14751,,,,,,1,,268
269,100,50,20,50,4,1048576,10000,10000,1,136560565,2000,14645,,,,,,1,,269
270,100,50,40,50,4,1048576,10000,10000,1,306308844,4000,13058,,,,,,1,,270
271,100,50,40,50,4,1048576,10000,10000,1,321711010,4000,12433,,,,,,1,,271
272,100,50,40,50,4,1048576,10000,10000,1,328886549,4000,12162,,,,,,1,,272
273,100,50,40,50,4,1048576,10000,10000,1,337197758,4000,11862,,,,,,1,,273
274,100,50,40,50,4,1048576,10000,10000,1,340376657,4000,11751,,,,,,1,,274
275,100,50,40,50,4,1048576,10000,10000,1,342041992,4000,11694,,,,,,1,,275
276,100,50,40,50,4,1048576,10000,10000,1,343413918,4000,11647,,,,,,1,,276
277,100,50,40,50,4,1048576,10000,10000,1,342894665,4000,11665,,,,,,1,,277
278,100,50,40,50,4,1048576,10000,10000,1,346513456,4000,11543,,,,,,1,,278
279,100,50,40,50,4,1048576,10000,10000,1,346837545,4000,11532,,,,,,1,,279
280,100,50,80,50,4,1048576,10000,10000,1,929533863,8000,8606,,,,,,1,,280
281,100,50,80,50,4,1048576,10000,10000,1,975227678,8000,8203,,,,,,1,,281
282,100,50,80,50,4,1048576,10000,10000,1,975746881,8000,8198,,,,,,1,,282
283,100,50,80,50,4,1048576,10000,10000,1,994295475,8000,8045,,,,,,1,,283
284,100,50,80,50,4,1048576,10000,10000,1,996724795,8000,8026,,,,,,1,,284
285,100,50,80,50,4,1048576,10000,10000,1,1012195529,8000,7903,,,,,,1,,285
286,100,50,80,50,4,1048576,10000,10000,1,1019704260,8000,7845,,,,,,1,,286
287,100,50,80,50,4,1048576,10000,10000,1,1029056212,8000,7774,,,,,,1,,287
288,100,50,80,50,4,1048576,10000,10000,1,1032966448,8000,7744,,,,,,1,,288
289,100,50,80,50,4,1048576,10000,10000,1,1063532774,8000,7522,,,,,,1,,289
290,100,50,160,50,4,1048576,10000,10000,1,3299446275,16000,4849,,,,,,1,,290
291,100,50,160,50,4,1048576,10000,10000,1,3323911128,16000,4813,,,,,,1,,291
292,100,50,160,50,4,1048576,10000,10000,1,3412963096,16000,4688,,,,,,1,,292
293,100,50,160,50,4,1048576,10000,10000,1,3430814947,16000,4663,,,,,,1,,293
294,100,50,160,50,4,1048576,10000,10000,1,3441503678,16000,4649,,,,,,1,,294
295,100,50,160,50,4,1048576,10000,10000,1,3467189127,16000,4614,,,,,,1,,295
296,100,50,160,50,4,1048576,10000,10000,1,3494600343,16000,4578,,,,,,1,,296
297,100,50,160,50,4,1048576,10000,10000,1,3514775518,16000,4552,,,,,,1,,297
298,100,50,160,50,4,1048576,10000,10000,1,3519599152,16000,4545,,,,,,1,,298
299,100,50,160,50,4,1048576,10000,10000,1,3526592841,16000,4536,,,,,,1,,299
300,100,50,10,50,4,1048576,10000,10000,1,45288998,1000,22080,,,,,,,1,300
301,100,50,10,50,4,1048576,10000,10000,1,45654223,1000,21903,,,,,,,1,301
302,100,50,10,50,4,1048576,10000,10000,1,44830863,1000,22306,,,,,,,1,302
303,100,50,10,50,4,1048576,10000,10000,1,45911029,1000,21781,,,,,,,1,303
304,100,50,10,50,4,1048576,10000,10000,1,44949419,1000,22247,,,,,,,1,304
305,100,50,10,50,4,1048576,10000,10000,1,45280733,1000,22084,,,,,,,1,305
306,100,50,10,50,4,1048576,10000,10000,1,45449967,1000,22002,,,,,,,1,306
307,100,50,10,50,4,1048576,10000,10000,1,45241722,1000,22103,,,,,,,1,307
308,100,50,10,50,4,1048576,10000,10000,1,45987437,1000,21745,,,,,,,1,308
309,100,50,10,50,4,1048576,10000,10000,1,47609814,1000,21004,,,,,,,1,309
310,100,50,20,50,4,1048576,10000,10000,1,85770766,2000,23317,,,,,,,1,310
311,100,50,20,50,4,1048576,10000,10000,1,86542087,2000,23110,,,,,,,1,311
