,noop,aioli,mlf,sjf,to,toagg,twins,idxmax
514,3402.6363636363635,12307.0,17597.454545454544,23618.18181818182,24106.272727272728,5373.363636363636,23973.363636363636,to
515,3294.6363636363635,21436.18181818182,22055.272727272728,24174.636363636364,23383.636363636364,9769.727272727272,23302.18181818182,sjf
516,3306.3636363636365,21304.363636363636,21784.363636363636,24099.636363636364,23663.0,9856.454545454546,23612.81818181818,sjf
517,3265.4545454545455,21549.272727272728,22019.363636363636,24061.18181818182,23641.18181818182,9825.09090909091,23582.81818181818,sjf
518,3173.7272727272725,21344.090909090908,22105.909090909092,24283.18181818182,23830.18181818182,9812.636363636364,23739.0,sjf
519,3393.0,20718.090909090908,20622.363636363636,23915.727272727272,24139.909090909092,10466.09090909091,23985.81818181818,to
520,3363.0,23226.81818181818,23659.81818181818,24265.363636363636,23418.272727272728,16373.09090909091,23490.18181818182,sjf
521,3244.7272727272725,23163.0,23477.81818181818,24292.81818181818,23485.18181818182,16315.0,23409.18181818182,sjf
522,3230.3636363636365,23105.0,23679.090909090908,24480.81818181818,23604.18181818182,16275.818181818182,23465.636363636364,sjf
523,3304.090909090909,23307.363636363636,23661.454545454544,24274.090909090908,23840.0,16204.272727272728,23801.636363636364,sjf
524,3459.3636363636365,21814.909090909092,23003.454545454544,24275.272727272728,24187.545454545456,14912.363636363636,23920.090909090908,sjf
525,3324.5454545454545,9061.272727272728,16490.090909090908,23950.363636363636,23464.454545454544,3767.2727272727275,23239.636363636364,sjf
526,3356.090909090909,9022.0,16562.81818181818,23897.727272727272,23368.272727272728,3745.4545454545455,23385.727272727272,sjf
